objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,Shape__Area,Shape__Length
1433,06,085,504903,3,060855049033,Block Group 3,G5030,S,123054,0,+37.3976836,-121.9427229,1.25216688502405E-05,0.016041676613814
1434,06,085,512057,2,060855120572,Block Group 2,G5030,S,282212,0,+37.2754290,-121.8184442,2.8671608561126E-05,0.0295227443724496
1435,06,085,512058,1,060855120581,Block Group 1,G5030,S,1219629,0,+37.2478274,-121.7964235,0.000123863310363959,0.0537576078453271
1436,06,085,512059,4,060855120594,Block Group 4,G5030,S,1173254,0,+37.2369360,-121.7943658,0.000119136473131221,0.0573991088693671
1437,06,085,512059,1,060855120591,Block Group 1,G5030,S,469600,0,+37.2274289,-121.7962205,4.76791178698477E-05,0.0458349242179763
1438,06,085,503339,2,060855033392,Block Group 2,G5030,S,1592501,0,+37.2772743,-121.7585980,0.000161793810093513,0.0705893387822085
1439,06,085,504509,1,060855045091,Block Group 1,G5030,S,3421045,0,+37.4219633,-121.8902996,0.000348228295024455,0.084478816079148
1440,06,085,503803,3,060855038033,Block Group 3,G5030,S,501163,0,+37.3830732,-121.8510518,5.09875817442662E-05,0.0368078508048218
1441,06,085,503803,2,060855038032,Block Group 2,G5030,S,164553,0,+37.3795075,-121.8551816,1.6740690170991E-05,0.0169345252284259
1442,06,085,512043,2,060855120432,Block Group 2,G5030,S,319232,0,+37.2588452,-121.8017837,3.24254347106034E-05,0.0256547201534251
1443,06,085,512515,3,060855125153,Block Group 3,G5030,S,1365681,0,+37.0368475,-121.6079566,0.000138316280299478,0.0515074242946247
1444,06,085,504319,3,060855043193,Block Group 3,G5030,S,552967,0,+37.3683043,-121.8746193,5.62470349905198E-05,0.0317627348380247
1445,06,085,509600,3,060855096003,Block Group 3,G5030,S,420141,0,+37.3912975,-122.0768197,4.27489494541078E-05,0.0367137143252729
1446,06,085,503802,2,060855038022,Block Group 2,G5030,S,483032,0,+37.3827649,-121.8313684,4.91424589199596E-05,0.0285562424986599
1447,06,085,512038,2,060855120382,Block Group 2,G5030,S,968124,0,+37.2328953,-121.7583685,9.83011354946939E-05,0.0508527923230917
1448,06,085,504002,3,060855040023,Block Group 3,G5030,S,373230,0,+37.3508523,-121.8317109,3.79556854568364E-05,0.0253181071720673
1449,06,085,512056,1,060855120561,Block Group 1,G5030,S,630075,0,+37.2704528,-121.8076171,6.40080588709679E-05,0.0372913148695265
1450,06,085,503222,1,060855032221,Block Group 1,G5030,S,330743,0,+37.2964056,-121.8427665,3.36109960699105E-05,0.0269551679056992
1451,06,085,504424,3,060855044243,Block Group 3,G5030,S,1052711,0,+37.4575935,-121.8955805,0.00010720992440838,0.074781561172227
1452,06,085,512059,2,060855120592,Block Group 2,G5030,S,366606,0,+37.2318978,-121.8016962,3.72243025594798E-05,0.0264211293663674
1453,06,085,503802,3,060855038023,Block Group 3,G5030,S,421521,0,+37.3888311,-121.8355612,4.28881248808466E-05,0.0270658255332103
1454,06,085,504319,1,060855043191,Block Group 1,G5030,S,472675,0,+37.3753347,-121.8680943,4.80842372780899E-05,0.0297920794404847
1455,06,085,503338,1,060855033381,Block Group 1,G5030,S,2174545,0,+37.2929432,-121.7985702,0.0002209730901086,0.075602218412432
1456,06,085,500600,2,060855006002,Block Group 2,G5030,S,360158,0,+37.3337866,-121.9192671,3.66181739082094E-05,0.0244886703482523
1457,06,085,507704,2,060855077042,Block Group 2,G5030,S,879599,0,+37.3277546,-122.0650787,8.9423703684588E-05,0.0379789298863668
1458,06,085,503508,3,060855035083,Block Group 3,G5030,S,305140,0,+37.3546860,-121.8149070,3.10328023260809E-05,0.0231920254227837
1459,06,085,507806,4,060855078064,Block Group 4,G5030,S,735043,0,+37.3268949,-122.0370179,7.47267440601718E-05,0.0351070712506309
1460,06,085,504805,3,060855048053,Block Group 3,G5030,S,429949,0,+37.4024394,-122.0084469,4.37533349213481E-05,0.0360341141958293
1461,06,085,505011,2,060855050112,Block Group 2,G5030,S,320257,0,+37.4010278,-121.9579382,3.25897449329204E-05,0.0250376099868392
1462,06,085,503003,3,060855030033,Block Group 3,G5030,S,675378,0,+37.2715662,-121.8854422,6.86114644850022E-05,0.0441868686541064
1463,06,085,502204,1,060855022041,Block Group 1,G5030,S,179439,0,+37.2996974,-121.9272114,1.82356075129064E-05,0.0222613883760268
1464,06,085,508505,4,060855085054,Block Group 4,G5030,S,289579,0,+37.3566653,-122.0109943,2.94509059131087E-05,0.0227526292065179
1465,06,085,501602,3,060855016023,Block Group 3,G5030,S,184849,0,+37.3301722,-121.8752546,1.87930900210631E-05,0.018362374644149
1466,06,085,508503,4,060855085034,Block Group 4,G5030,S,289854,0,+37.3574252,-122.0276570,2.94792207569117E-05,0.0241112156672225
1467,06,085,508205,2,060855082052,Block Group 2,G5030,S,513010,0,+37.3488631,-121.9996940,5.21693655173294E-05,0.0319719062615082
1468,06,085,508005,3,060855080053,Block Group 3,G5030,S,442821,0,+37.3135711,-122.0273603,4.50106499556568E-05,0.0285489949983235
1469,06,085,501601,1,060855016011,Block Group 1,G5030,S,355287,0,+37.3261261,-121.8767688,3.61192351192585E-05,0.0344640800552955
1470,06,085,501601,2,060855016012,Block Group 2,G5030,S,426550,0,+37.3324398,-121.8704159,4.33678314948338E-05,0.0268405964282256
1471,06,085,501602,2,060855016022,Block Group 2,G5030,S,148994,0,+37.3291255,-121.8788736,1.51476647261006E-05,0.0177387767021147
1472,06,085,501602,1,060855016021,Block Group 1,G5030,S,102404,0,+37.3280839,-121.8824783,1.0410951290396E-05,0.0129665563075187
1473,06,085,505010,2,060855050102,Block Group 2,G5030,S,6275918,0,+37.4022551,-121.9751086,0.000638660541426361,0.12304152723977
1474,06,085,501502,3,060855015023,Block Group 3,G5030,S,404072,0,+37.3364263,-121.8644980,4.1084549138759E-05,0.0349843054959615
1475,06,085,511301,3,060855113013,Block Group 3,G5030,S,226952,0,+37.4424394,-122.1579177,2.31073627219303E-05,0.0197319926300862
1476,06,085,511301,2,060855113012,Block Group 2,G5030,S,217241,0,+37.4461592,-122.1542172,2.21199620682455E-05,0.019046887132422
1477,06,085,501300,3,060855013003,Block Group 3,G5030,S,354558,0,+37.3397055,-121.8726332,3.60517460649135E-05,0.0269697611730463
1478,06,085,506505,1,060855065051,Block Group 1,G5030,S,198513,0,+37.2991015,-121.9565366,2.0174114524707E-05,0.0178882101900274
1479,06,085,511302,4,060855113024,Block Group 4,G5030,S,249864,0,+37.4499763,-122.1654173,2.54430115091964E-05,0.0291683587856991
1480,06,085,512311,2,060855123112,Block Group 2,G5030,S,3567387,0,+37.1530931,-121.6649382,0.000361850737135683,0.104050669603521
1481,06,085,500901,3,060855009013,Block Group 3,G5030,S,173060,0,+37.3313701,-121.8849108,1.75948475771293E-05,0.0172721619724188
1482,06,085,500800,3,060855008003,Block Group 3,G5030,S,593236,0,+37.3308475,-121.8921770,6.03135217716044E-05,0.0403106676820687
1483,06,085,506505,2,060855065052,Block Group 2,G5030,S,458970,0,+37.2961068,-121.9534210,4.66424903606821E-05,0.0408170379332924
1484,06,085,506401,4,060855064014,Block Group 4,G5030,S,532598,0,+37.3199037,-121.9446459,5.41405534022488E-05,0.0322056125159251
1485,06,085,506402,5,060855064025,Block Group 5,G5030,S,254656,0,+37.2981386,-121.9470380,2.58793584180239E-05,0.0227264865138908
1486,06,085,506402,4,060855064024,Block Group 4,G5030,S,252951,0,+37.3027310,-121.9478649,2.57076603702444E-05,0.0248926898185154
1487,06,085,506401,3,060855064013,Block Group 3,G5030,S,541485,0,+37.3126542,-121.9443381,5.50388631381793E-05,0.0362776776578451
1488,06,085,504510,2,060855045102,Block Group 2,G5030,S,941519,0,+37.4251535,-121.9036317,9.58411560532113E-05,0.0401803205674682
1489,06,085,506401,1,060855064011,Block Group 1,G5030,S,89821,0,+37.3212230,-121.9490080,9.13088933884865E-06,0.0127120318132294
1490,06,085,504505,4,060855045054,Block Group 4,G5030,S,941217,0,+37.4076053,-121.8967079,9.57880702117109E-05,0.0432954951577183
1491,06,085,504508,2,060855045082,Block Group 2,G5030,S,653263,0,+37.4231831,-121.9114650,6.64969202262E-05,0.0412907562257844
1492,06,085,500600,3,060855006003,Block Group 3,G5030,S,281709,0,+37.3335487,-121.9092407,2.86419308395125E-05,0.0241608959909464
1493,06,085,504510,1,060855045101,Block Group 1,G5030,S,767819,0,+37.4157267,-121.8983946,7.81496923991654E-05,0.0385510780974271
1494,06,085,504318,3,060855043183,Block Group 3,G5030,S,626688,0,+37.3982638,-121.9051427,6.37709281363641E-05,0.0339212519741382
1495,06,085,500800,2,060855008002,Block Group 2,G5030,S,303067,0,+37.3369642,-121.8947224,3.08152248180704E-05,0.0228035195535107
1496,06,085,504311,4,060855043114,Block Group 4,G5030,S,303369,0,+37.3757667,-121.8798305,3.08610583488189E-05,0.0238978153613931
1497,06,085,510801,4,060855108014,Block Group 4,G5030,S,438397,0,+37.4247635,-122.1049900,4.46260360149608E-05,0.0382989411375068
1498,06,085,506302,4,060855063024,Block Group 4,G5030,S,225896,0,+37.3134008,-121.9517090,2.29612728617212E-05,0.0242633374087608
1499,06,085,506203,2,060855062032,Block Group 2,G5030,S,218062,0,+37.3193889,-121.9769709,2.21666914512753E-05,0.0209191746554844
1500,06,085,508707,1,060855087071,Block Group 1,G5030,S,280003,0,+37.3811527,-122.0301630,2.84862117041484E-05,0.0213567114248817
1501,06,085,504311,2,060855043112,Block Group 2,G5030,S,273347,0,+37.3837694,-121.8884189,2.78103589153034E-05,0.0243385964694185
1502,06,085,506202,4,060855062024,Block Group 4,G5030,S,798344,0,+37.2982523,-121.9941590,8.11318159321672E-05,0.0439108750074135
1503,06,085,503402,1,060855034021,Block Group 1,G5030,S,293682,0,+37.3264396,-121.8357179,2.98565209959634E-05,0.0256644381558681
1504,06,085,503218,3,060855032183,Block Group 3,G5030,S,222152,0,+37.2806355,-121.8301107,2.25710527956835E-05,0.0213841327275859
1505,06,085,508708,1,060855087081,Block Group 1,G5030,S,4892338,0,+37.3800505,-122.0006021,0.000497717416692467,0.0959118446119368
1506,06,085,503219,2,060855032192,Block Group 2,G5030,S,256796,0,+37.2907143,-121.8441395,2.60943288594717E-05,0.0210652856239721
1507,06,085,508705,2,060855087052,Block Group 2,G5030,S,164304,0,+37.3729674,-122.0168989,1.67137559401453E-05,0.0200195885142211
1508,06,085,508706,1,060855087061,Block Group 1,G5030,S,339837,0,+37.3708792,-122.0062206,3.45689536516147E-05,0.0397963680553228
1509,06,085,508705,1,060855087051,Block Group 1,G5030,S,242217,0,+37.3689205,-122.0164607,2.46382974182779E-05,0.0204334524568733
1510,06,085,508602,4,060855086024,Block Group 4,G5030,S,360063,0,+37.3757165,-122.0314758,3.66288600162079E-05,0.029111916706381
1511,06,085,505902,2,060855059022,Block Group 2,G5030,S,557244,0,+37.3324369,-121.9530892,5.66551843803609E-05,0.0337861763772135
1512,06,085,505902,1,060855059021,Block Group 1,G5030,S,324945,0,+37.3380245,-121.9547323,3.30398370351759E-05,0.0286231126403008
1513,06,085,505901,1,060855059011,Block Group 1,G5030,S,496614,0,+37.3259910,-121.9555957,5.04868912685197E-05,0.0330957894337383
1514,06,085,503126,1,060855031261,Block Group 1,G5030,S,1545159,0,+37.2953016,-121.8591564,0.000157021032464399,0.066878035076395
1515,06,085,503220,2,060855032202,Block Group 2,G5030,S,489624,0,+37.2868946,-121.8391690,4.9750902235246E-05,0.0325981403964913
1516,06,085,503116,3,060855031163,Block Group 3,G5030,S,375522,0,+37.2773835,-121.8604837,3.81521176677779E-05,0.0252579664051383
1517,06,085,503127,2,060855031272,Block Group 2,G5030,S,2387238,0,+37.2865516,-121.8562542,0.000242566280121537,0.101547677880489
1518,06,085,503124,2,060855031242,Block Group 2,G5030,S,133732,0,+37.2799474,-121.8686123,1.35873392537178E-05,0.020778469338053
1519,06,085,503112,3,060855031123,Block Group 3,G5030,S,229678,0,+37.3228067,-121.8759983,2.33485866374394E-05,0.0205771860483816
1520,06,085,503124,3,060855031243,Block Group 3,G5030,S,469176,0,+37.2769014,-121.8694698,4.76668442388473E-05,0.0362842108360652
1521,06,085,503125,1,060855031251,Block Group 1,G5030,S,366859,0,+37.2809443,-121.8759711,3.72737886209507E-05,0.027685073154104
1522,06,085,508900,4,060855089004,Block Group 4,G5030,S,201777,0,+37.3909803,-122.0098920,2.05304622795666E-05,0.0204326386735683
1523,06,085,503121,3,060855031213,Block Group 3,G5030,S,476668,0,+37.3112877,-121.8738876,4.84497550132801E-05,0.0335337547958431
1524,06,085,512055,1,060855120551,Block Group 1,G5030,S,677268,0,+37.2697740,-121.8357566,6.88017184984346E-05,0.0388561796112968
1525,06,085,509002,2,060855090022,Block Group 2,G5030,S,318766,0,+37.3881249,-122.0202819,3.24329230352305E-05,0.0265701637128287
1526,06,085,509001,2,060855090012,Block Group 2,G5030,S,363840,0,+37.3936899,-122.0212522,3.70216098417586E-05,0.0247757542922137
1527,06,085,508900,3,060855089003,Block Group 3,G5030,S,178223,0,+37.3919059,-122.0126210,1.81343316398852E-05,0.0193646055060364
1528,06,085,508305,2,060855083052,Block Group 2,G5030,S,142289,0,+37.3387450,-122.0354964,1.44677492244227E-05,0.0207819839454075
1529,06,085,508306,1,060855083061,Block Group 1,G5030,S,107115,0,+37.3430471,-122.0332930,1.08918757177889E-05,0.0175091600677779
1530,06,085,502704,2,060855027042,Block Group 2,G5030,S,473512,0,+37.2584052,-121.9355602,4.80956591673021E-05,0.0306376895331672
1531,06,085,508306,2,060855083062,Block Group 2,G5030,S,762416,0,+37.3477066,-122.0372182,7.75310845710919E-05,0.0360129039833769
1532,06,085,505401,5,060855054015,Block Group 5,G5030,S,156572,0,+37.3511793,-121.9881646,1.59226738105644E-05,0.0201117167148269
1533,06,085,502704,1,060855027041,Block Group 1,G5030,S,442376,0,+37.2520292,-121.9443633,4.4929781324754E-05,0.0476908606527333
1534,06,085,502703,2,060855027032,Block Group 2,G5030,S,425513,0,+37.2591108,-121.9504433,4.32206352343201E-05,0.0338549573685499
1535,06,085,502703,1,060855027031,Block Group 1,G5030,S,401203,0,+37.2658027,-121.9456636,4.07551560783759E-05,0.0263223525352536
1536,06,085,511917,3,060855119173,Block Group 3,G5030,S,1500199,0,+37.2001785,-121.8559738,0.00015226778896249,0.0757222606618706
1537,06,085,509110,2,060855091102,Block Group 2,G5030,S,254478,0,+37.3745906,-122.0656108,2.58871523328708E-05,0.0214602363787032
1538,06,085,511917,2,060855119172,Block Group 2,G5030,S,224826,0,+37.2034961,-121.8496299,2.28199428420339E-05,0.0180205590641731
1539,06,085,511918,2,060855119182,Block Group 2,G5030,S,3973856,0,+37.2157805,-121.8950286,0.000403411052502634,0.102392008708815
1540,06,085,509109,2,060855091092,Block Group 2,G5030,S,356638,0,+37.3958651,-122.0656150,3.62897658305883E-05,0.0321883696678812
1541,06,085,509111,2,060855091112,Block Group 2,G5030,S,517085,0,+37.3819051,-122.0646376,5.26061648997711E-05,0.0327633068858469
1542,06,085,503121,2,060855031212,Block Group 2,G5030,S,430446,0,+37.3083619,-121.8785599,4.37498470091668E-05,0.0334261268114208
1543,06,085,503116,2,060855031162,Block Group 2,G5030,S,249715,0,+37.2769057,-121.8546872,2.53703346970724E-05,0.0271126663773658
1544,06,085,503127,1,060855031271,Block Group 1,G5030,S,539483,0,+37.2827529,-121.8596354,5.4814060604258E-05,0.0400231382461409
1545,06,085,503112,1,060855031121,Block Group 1,G5030,S,666642,0,+37.3209596,-121.8696780,6.77678576721519E-05,0.0372995061341197
1546,06,085,512024,3,060855120243,Block Group 3,G5030,S,402196,0,+37.2595834,-121.8639705,4.08525356760947E-05,0.0391158810911386
1547,06,085,509302,2,060855093022,Block Group 2,G5030,S,462675,0,+37.4138218,-122.1043578,4.70894033242075E-05,0.0464963710531298
1548,06,085,503125,2,060855031252,Block Group 2,G5030,S,375730,0,+37.2855218,-121.8790584,3.81773234039429E-05,0.0260609009094073
1549,06,085,503124,1,060855031241,Block Group 1,G5030,S,969675,0,+37.2873553,-121.8734023,9.85298693194636E-05,0.0487349813394812
1550,06,085,505401,4,060855054014,Block Group 4,G5030,S,146342,0,+37.3506603,-121.9938498,1.48822741721233E-05,0.0162308470577422
1551,06,085,512024,2,060855120242,Block Group 2,G5030,S,408514,0,+37.2626214,-121.8616564,4.14959549743799E-05,0.0258605344189438
1552,06,085,509002,1,060855090021,Block Group 1,G5030,S,354266,0,+37.3926186,-122.0163616,3.60470216946851E-05,0.0245585396645356
1553,06,085,509001,1,060855090011,Block Group 1,G5030,S,499735,0,+37.3936299,-122.0266726,5.08492071276123E-05,0.0299194448373887
1554,06,085,503221,1,060855032211,Block Group 1,G5030,S,102515,0,+37.3058055,-121.8479768,1.04191894934047E-05,0.0143021929226775
1555,06,085,508404,2,060855084042,Block Group 2,G5030,S,431253,0,+37.3619819,-122.0462718,4.38627494077082E-05,0.0284263545282376
1556,06,085,508404,4,060855084044,Block Group 4,G5030,S,476510,0,+37.3660693,-122.0367286,4.84682286696625E-05,0.0329481876132931
1557,06,085,508305,1,060855083051,Block Group 1,G5030,S,132963,0,+37.3397331,-122.0397960,1.35197242343565E-05,0.0171060062804933
1558,06,085,502704,3,060855027043,Block Group 3,G5030,S,715482,0,+37.2546295,-121.9402748,7.2669465225772E-05,0.0506438431412097
1559,06,085,506701,3,060855067013,Block Group 3,G5030,S,664788,0,+37.2682333,-121.9775724,6.75329492878518E-05,0.0374521430987523
1560,06,085,506702,1,060855067021,Block Group 1,G5030,S,788924,0,+37.2763618,-121.9595416,8.01518326625228E-05,0.0397174995036586
1561,06,085,506703,1,060855067031,Block Group 1,G5030,S,753276,0,+37.2666006,-121.9652709,7.65200734349492E-05,0.0422169386198912
1562,06,085,506703,2,060855067032,Block Group 2,G5030,S,231411,0,+37.2630633,-121.9737431,2.35063625950716E-05,0.0273527123254342
1563,06,085,508004,3,060855080043,Block Group 3,G5030,S,646167,0,+37.3158849,-121.9981181,6.56821794109419E-05,0.0409036003473925
1564,06,085,508003,2,060855080032,Block Group 2,G5030,S,318670,0,+37.3133125,-122.0105131,3.23911649502406E-05,0.0228511186141507
1565,06,085,506703,3,060855067033,Block Group 3,G5030,S,369774,0,+37.2618496,-121.9660840,3.75605964109127E-05,0.0284987142654275
1566,06,085,506801,1,060855068011,Block Group 1,G5030,S,964205,0,+37.2397807,-121.9625888,9.79128944891272E-05,0.06743384443937
1567,06,085,506801,2,060855068012,Block Group 2,G5030,S,956207,0,+37.2479146,-121.9546276,9.71108142948651E-05,0.0476980694433239
1568,06,085,506801,3,060855068013,Block Group 3,G5030,S,615046,0,+37.2392573,-121.9542594,6.24558751951554E-05,0.0336052324815753
1569,06,085,506801,4,060855068014,Block Group 4,G5030,S,356979,0,+37.2390157,-121.9478060,3.62498672075162E-05,0.0305893411796362
1570,06,085,507401,4,060855074014,Block Group 4,G5030,S,576909,0,+37.2902693,-122.0093741,5.86223218306259E-05,0.0340660078534383
1571,06,085,507401,3,060855074013,Block Group 3,G5030,S,882372,0,+37.2888874,-122.0175094,8.96603814908303E-05,0.0440393814559682
1572,06,085,507401,5,060855074015,Block Group 5,G5030,S,496439,0,+37.2841538,-122.0088692,5.04413042108354E-05,0.0506587104199212
1573,06,085,507402,1,060855074021,Block Group 1,G5030,S,695037,0,+37.2804809,-121.9957700,7.06167156749871E-05,0.0448630594376646
1574,06,085,508204,3,060855082043,Block Group 3,G5030,S,403316,0,+37.3408481,-122.0190337,4.10097945859889E-05,0.0347356912522735
