GEOID,Block Group GeoID,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,Estimate!!Total:!!Owner occupied:!!No vehicle available,Owner Carlessness Percentage,Estimate!!Total:!!Owner occupied:!!1 vehicle available,Margin of Error!!Total:!!Owner occupied:!!1 vehicle available,Estimate!!Total:!!Owner occupied:!!2 vehicles available,Margin of Error!!Total:!!Owner occupied:!!2 vehicles available,Estimate!!Total:!!Owner occupied:!!3 vehicles available,Margin of Error!!Total:!!Owner occupied:!!3 vehicles available,Estimate!!Total:!!Owner occupied:!!4 vehicles available,Margin of Error!!Total:!!Owner occupied:!!4 vehicles available,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available,Estimate!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!No vehicle available,Total Carlessness Count,carless_percentage,Estimate!!Total:!!Renter occupied:!!1 vehicle available,Margin of Error!!Total:!!Renter occupied:!!1 vehicle available,Estimate!!Total:!!Renter occupied:!!2 vehicles available,Margin of Error!!Total:!!Renter occupied:!!2 vehicles available,Estimate!!Total:!!Renter occupied:!!3 vehicles available,Margin of Error!!Total:!!Renter occupied:!!3 vehicles available,Estimate!!Total:!!Renter occupied:!!4 vehicles available,Margin of Error!!Total:!!Renter occupied:!!4 vehicles available,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available
1500000US060750101011,060750101011,Block Group 1; Census Tract 101.01; San Francisco County; California,517,22,0,0,0,14,22,32,0,14,0,14,0,14,495,183,203,39%,281,137,31,35,0,14,0,14,0,14
1500000US060750257021,060750257021,Block Group 1; Census Tract 257.02; San Francisco County; California,152,94,0,0,54,47,0,14,23,36,0,14,17,28,58,24,36,24%,24,24,10,16,0,14,0,14,0,14
1500000US060750257022,060750257022,Block Group 2; Census Tract 257.02; San Francisco County; California,625,436,74,0.169724771,24,32,244,120,0,14,91,90,3,9,189,122,143,23%,23,26,0,14,44,73,0,14,0,14
1500000US060750257023,060750257023,Block Group 3; Census Tract 257.02; San Francisco County; California,373,247,20,0.08097166,40,36,71,67,105,100,11,17,0,14,126,10,59,16%,105,92,11,17,0,14,0,14,0,14
1500000US060750258001,060750258001,Block Group 1; Census Tract 258; San Francisco County; California,411,246,53,0.215447154,63,43,86,46,33,32,0,14,11,12,165,26,43,10%,119,128,11,17,9,14,0,14,0,14
1500000US060750258002,060750258002,Block Group 2; Census Tract 258; San Francisco County; California,201,61,7,0.114754098,25,18,25,23,4,8,0,14,0,14,140,79,106,53%,11,12,43,34,7,11,0,14,0,14
1500000US060750259001,060750259001,Block Group 1; Census Tract 259; San Francisco County; California,687,568,38,0.066901408,94,58,331,110,81,68,13,22,11,17,119,0,41,6%,47,34,72,68,0,14,0,14,0,14
1500000US060750259002,060750259002,Block Group 2; Census Tract 259; San Francisco County; California,735,628,11,0.017515924,209,89,360,122,12,19,30,34,6,13,107,37,180,24%,59,47,11,17,0,14,0,14,0,14
1500000US060750260011,060750260011,Block Group 1; Census Tract 260.01; San Francisco County; California,513,337,4,0.011869436,189,82,36,35,95,88,13,21,0,14,176,27,36,7%,37,38,60,81,52,47,0,14,0,14
1500000US060750260012,060750260012,Block Group 2; Census Tract 260.01; San Francisco County; California,471,231,77,0.333333333,32,28,88,125,34,33,0,14,0,14,240,0,31,7%,53,51,47,47,109,103,0,14,31,37
1500000US060750260013,060750260013,Block Group 3; Census Tract 260.01; San Francisco County; California,297,121,0,0,18,21,58,36,35,33,10,16,0,14,176,43,72,24%,114,94,8,14,11,17,0,14,0,14
1500000US060750260014,060750260014,Block Group 4; Census Tract 260.01; San Francisco County; California,473,217,64,0.294930876,138,64,12,20,3,5,0,14,0,14,256,145,191,40%,29,38,51,82,31,46,0,14,0,14
1500000US060750260021,060750260021,Block Group 1; Census Tract 260.02; San Francisco County; California,445,318,52,0.163522013,139,72,93,42,24,25,4,6,6,13,127,38,72,16%,50,34,25,19,14,23,0,14,0,14
1500000US060750260022,060750260022,Block Group 2; Census Tract 260.02; San Francisco County; California,624,480,48,0.1,136,68,220,102,49,42,27,39,0,14,144,0,56,9%,57,57,53,54,34,36,0,14,0,14
1500000US060750260031,060750260031,Block Group 1; Census Tract 260.03; San Francisco County; California,845,627,37,0.059011164,213,152,234,79,126,80,17,19,0,14,218,71,77,9%,44,43,95,66,8,12,0,14,0,14
1500000US060750260032,060750260032,Block Group 2; Census Tract 260.03; San Francisco County; California,558,309,11,0.035598706,150,69,124,61,0,14,4,12,20,35,249,10,80,14%,103,88,123,71,0,14,13,22,0,14
1500000US060750260041,060750260041,Block Group 1; Census Tract 260.04; San Francisco County; California,718,428,32,0.074766355,225,118,152,66,19,21,0,14,0,14,290,67,67,9%,99,72,57,50,0,14,67,55,0,14
1500000US060750260042,060750260042,Block Group 2; Census Tract 260.04; San Francisco County; California,394,329,11,0.03343465,95,90,151,73,45,34,27,27,0,14,65,29,39,10%,10,16,26,24,0,14,0,14,0,14
1500000US060750261001,060750261001,Block Group 1; Census Tract 261; San Francisco County; California,501,219,20,0.091324201,94,68,50,37,44,46,0,14,11,18,282,173,183,37%,55,58,33,38,21,29,0,14,0,14
1500000US060750261002,060750261002,Block Group 2; Census Tract 261; San Francisco County; California,904,588,30,0.051020408,198,107,161,113,194,199,0,14,5,8,316,92,125,14%,145,113,79,84,0,14,0,14,0,14
1500000US060750261003,060750261003,Block Group 3; Census Tract 261; San Francisco County; California,406,380,25,0.065789474,130,70,146,86,79,77,0,14,0,14,26,0,0,0%,26,30,0,14,0,14,0,14,0,14
1500000US060750261004,060750261004,Block Group 4; Census Tract 261; San Francisco County; California,335,214,24,0.112149533,64,44,72,45,20,34,0,14,34,48,121,7,48,14%,79,92,19,22,16,26,0,14,0,14
1500000US060750262011,060750262011,Block Group 1; Census Tract 262.01; San Francisco County; California,263,209,22,0.105263158,77,59,56,41,43,36,11,16,0,14,54,0,12,5%,18,20,36,32,0,14,0,14,0,14
1500000US060750262012,060750262012,Block Group 2; Census Tract 262.01; San Francisco County; California,369,212,0,0,63,46,117,49,32,28,0,14,0,14,157,11,31,8%,66,110,69,73,11,18,0,14,0,14
1500000US060750262013,060750262013,Block Group 3; Census Tract 262.01; San Francisco County; California,364,273,0,0,103,73,83,53,63,55,24,39,0,14,91,44,65,18%,21,23,26,37,0,14,0,14,0,14
1500000US060750262021,060750262021,Block Group 1; Census Tract 262.02; San Francisco County; California,685,477,44,0.092243187,87,79,176,98,88,72,61,37,21,31,208,55,71,10%,106,55,47,39,0,14,0,14,0,14
1500000US060750262022,060750262022,Block Group 2; Census Tract 262.02; San Francisco County; California,355,240,22,0.091666667,53,34,112,93,53,36,0,14,0,14,115,66,103,29%,33,27,16,17,0,14,0,14,0,14
1500000US060750263011,060750263011,Block Group 1; Census Tract 263.01; San Francisco County; California,281,116,0,0,28,33,50,44,38,39,0,14,0,14,165,43,97,35%,52,46,70,108,0,14,0,14,0,14
1500000US060750263012,060750263012,Block Group 2; Census Tract 263.01; San Francisco County; California,582,304,40,0.131578947,135,71,96,92,27,36,6,11,0,14,278,97,128,22%,87,92,29,38,47,62,18,29,0,14
1500000US060750263013,060750263013,Block Group 3; Census Tract 263.01; San Francisco County; California,454,306,55,0.179738562,105,87,60,58,74,78,12,19,0,14,148,41,57,13%,0,14,3,7,79,102,0,14,25,36
1500000US060750263021,060750263021,Block Group 1; Census Tract 263.02; San Francisco County; California,332,177,28,0.15819209,30,27,33,26,59,43,27,34,0,14,155,12,12,4%,84,64,59,62,0,14,0,14,0,14
1500000US060750263022,060750263022,Block Group 2; Census Tract 263.02; San Francisco County; California,264,222,12,0.054054054,72,57,65,35,49,50,0,14,24,26,42,19,19,7%,23,27,0,14,0,14,0,14,0,14
1500000US060750263023,060750263023,Block Group 3; Census Tract 263.02; San Francisco County; California,930,580,21,0.036206897,249,117,172,155,107,85,31,28,0,14,350,66,66,7%,189,91,63,61,32,50,0,14,0,14
1500000US060750263031,060750263031,Block Group 1; Census Tract 263.03; San Francisco County; California,595,485,49,0.101030928,110,65,276,91,37,40,13,21,0,14,110,12,12,2%,26,31,26,26,0,14,0,14,46,62
1500000US060750263032,060750263032,Block Group 2; Census Tract 263.03; San Francisco County; California,403,267,17,0.063670412,23,26,94,73,66,41,67,109,0,14,136,9,9,2%,66,58,43,41,18,28,0,14,0,14
1500000US060750263033,060750263033,Block Group 3; Census Tract 263.03; San Francisco County; California,359,277,27,0.097472924,30,29,206,195,14,23,0,14,0,14,82,14,22,6%,0,14,0,14,17,29,0,14,51,71
1500000US060750264011,060750264011,Block Group 1; Census Tract 264.01; San Francisco County; California,507,279,41,0.146953405,50,38,85,47,24,30,79,58,0,14,228,52,66,13%,65,32,88,65,23,28,0,14,0,14
1500000US060750264012,060750264012,Block Group 2; Census Tract 264.01; San Francisco County; California,511,375,143,0.381333333,106,65,66,39,23,26,37,40,0,14,136,38,44,9%,44,38,41,40,13,23,0,14,0,14
1500000US060750264021,060750264021,Block Group 1; Census Tract 264.02; San Francisco County; California,272,225,9,0.04,80,59,66,39,15,23,0,14,55,53,47,32,39,14%,5,8,10,17,0,14,0,14,0,14
1500000US060750264022,060750264022,Block Group 2; Census Tract 264.02; San Francisco County; California,439,335,31,0.092537313,83,49,99,50,101,114,21,26,0,14,104,23,132,30%,55,71,26,28,0,14,0,14,0,14
1500000US060750264023,060750264023,Block Group 3; Census Tract 264.02; San Francisco County; California,530,358,29,0.081005587,112,97,129,67,64,78,0,14,24,26,172,3,10,2%,0,14,76,76,93,150,0,14,0,14
1500000US060750264031,060750264031,Block Group 1; Census Tract 264.03; San Francisco County; California,486,284,46,0.161971831,75,63,61,39,102,70,0,14,0,14,202,14,26,5%,51,51,92,72,45,54,0,14,0,14
1500000US060750264032,060750264032,Block Group 2; Census Tract 264.03; San Francisco County; California,663,430,34,0.079069767,138,88,41,46,176,150,25,43,16,25,233,35,57,9%,103,103,95,82,0,14,0,14,0,14
1500000US060750264041,060750264041,Block Group 1; Census Tract 264.04; San Francisco County; California,405,218,56,0.256880734,79,49,60,41,17,20,0,14,6,14,187,19,66,16%,84,51,59,30,0,14,25,36,0,14
1500000US060750264042,060750264042,Block Group 2; Census Tract 264.04; San Francisco County; California,263,156,6,0.038461538,31,23,75,48,31,29,13,24,0,14,107,15,22,8%,45,24,6,10,41,39,0,14,0,14
1500000US060750301011,060750301011,Block Group 1; Census Tract 301.01; San Francisco County; California,803,169,70,0.414201183,63,53,36,39,0,14,0,14,0,14,634,119,119,15%,515,234,0,14,0,14,0,14,0,14
1500000US060750301012,060750301012,Block Group 2; Census Tract 301.01; San Francisco County; California,560,136,0,0,41,42,89,74,6,10,0,14,0,14,424,164,164,29%,195,115,27,33,38,47,0,14,0,14
1500000US060750301013,060750301013,Block Group 3; Census Tract 301.01; San Francisco County; California,283,39,10,0.256410256,29,30,0,14,0,14,0,14,0,14,244,147,235,83%,56,50,41,46,0,14,0,14,0,14
1500000US060750301014,060750301014,Block Group 4; Census Tract 301.01; San Francisco County; California,469,183,10,0.054644809,43,38,130,41,0,14,0,14,0,14,286,209,209,45%,10,17,67,92,0,14,0,14,0,14
1500000US060750301021,060750301021,Block Group 1; Census Tract 301.02; San Francisco County; California,629,416,33,0.079326923,104,81,204,97,75,55,0,14,0,14,213,32,77,12%,130,90,51,77,0,14,0,14,0,14
1500000US060750301022,060750301022,Block Group 2; Census Tract 301.02; San Francisco County; California,259,129,0,0,104,62,25,36,0,14,0,14,0,14,130,0,0,0%,99,67,31,33,0,14,0,14,0,14
1500000US060750301023,060750301023,Block Group 3; Census Tract 301.02; San Francisco County; California,841,197,41,0.208121827,126,67,30,35,0,14,0,14,0,14,644,125,164,20%,519,200,0,14,0,14,0,14,0,14
1500000US060750301024,060750301024,Block Group 4; Census Tract 301.02; San Francisco County; California,351,241,12,0.049792531,216,101,13,19,0,14,0,14,0,14,110,39,39,11%,51,57,15,24,0,14,5,14,0,14
1500000US060750302011,060750302011,Block Group 1; Census Tract 302.01; San Francisco County; California,982,142,20,0.14084507,17,19,105,68,0,14,0,14,0,14,840,319,407,41%,392,159,103,57,10,17,16,27,0,14
1500000US060750302012,060750302012,Block Group 2; Census Tract 302.01; San Francisco County; California,397,174,21,0.120689655,106,58,47,35,0,14,0,14,0,14,223,44,108,27%,148,66,9,14,0,14,21,24,1,2
1500000US060750302013,060750302013,Block Group 3; Census Tract 302.01; San Francisco County; California,543,212,16,0.075471698,117,58,79,54,0,14,0,14,0,14,331,106,106,20%,154,70,37,36,34,48,0,14,0,14
1500000US060750302021,060750302021,Block Group 1; Census Tract 302.02; San Francisco County; California,654,112,37,0.330357143,32,38,23,29,20,33,0,14,0,14,542,121,138,21%,384,144,37,43,0,14,0,14,0,14
1500000US060750302022,060750302022,Block Group 2; Census Tract 302.02; San Francisco County; California,717,159,54,0.339622642,61,74,30,25,0,14,14,22,0,14,558,231,231,32%,238,150,89,91,0,14,0,14,0,14
1500000US060750302023,060750302023,Block Group 3; Census Tract 302.02; San Francisco County; California,670,200,31,0.155,89,60,80,57,0,14,0,14,0,14,470,110,194,29%,313,120,27,44,20,33,0,14,0,14
1500000US060750303011,060750303011,Block Group 1; Census Tract 303.01; San Francisco County; California,281,224,16,0.071428571,101,67,84,56,23,28,0,14,0,14,57,29,29,10%,13,21,0,14,0,14,0,14,15,23
1500000US060750303012,060750303012,Block Group 2; Census Tract 303.01; San Francisco County; California,921,524,0,0,201,99,199,139,91,80,0,14,33,34,397,154,154,17%,187,160,0,14,56,62,0,14,0,14
1500000US060750303013,060750303013,Block Group 3; Census Tract 303.01; San Francisco County; California,910,371,0,0,231,147,132,78,8,12,0,14,0,14,539,46,46,5%,448,202,45,51,0,14,0,14,0,14
1500000US060750303014,060750303014,Block Group 4; Census Tract 303.01; San Francisco County; California,440,344,0,0,112,117,199,101,7,15,26,49,0,14,96,0,9,2%,48,43,48,57,0,14,0,14,0,14
1500000US060750303021,060750303021,Block Group 1; Census Tract 303.02; San Francisco County; California,401,287,0,0,94,49,138,52,55,41,0,14,0,14,114,0,12,3%,50,39,13,19,0,14,40,47,11,15
1500000US060750303022,060750303022,Block Group 2; Census Tract 303.02; San Francisco County; California,499,336,0,0,115,52,168,63,38,57,15,23,0,14,163,0,22,4%,119,126,44,33,0,14,0,14,0,14
1500000US060750303023,060750303023,Block Group 3; Census Tract 303.02; San Francisco County; California,413,297,8,0.026936027,66,40,162,76,50,34,11,18,0,14,116,0,0,0%,83,55,18,21,15,16,0,14,0,14
1500000US060750304001,060750304001,Block Group 1; Census Tract 304; San Francisco County; California,388,381,14,0.036745407,76,45,233,91,47,38,0,14,11,18,7,0,84,22%,7,11,0,14,0,14,0,14,0,14
1500000US060750304002,060750304002,Block Group 2; Census Tract 304; San Francisco County; California,354,304,6,0.019736842,105,56,121,53,48,40,24,37,0,14,50,0,33,9%,23,23,27,30,0,14,0,14,0,14
1500000US060750304003,060750304003,Block Group 3; Census Tract 304; San Francisco County; California,660,558,7,0.012544803,165,146,363,252,13,20,10,15,0,14,102,0,14,2%,14,15,15,18,73,89,0,14,0,14
1500000US060750304004,060750304004,Block Group 4; Census Tract 304; San Francisco County; California,369,348,109,0.313218391,120,56,119,87,0,14,0,14,0,14,21,0,29,8%,9,15,12,18,0,14,0,14,0,14
1500000US060750304005,060750304005,Block Group 5; Census Tract 304; San Francisco County; California,334,134,7,0.052238806,75,54,52,35,0,14,0,14,0,14,200,0,74,22%,128,69,72,88,0,14,0,14,0,14
1500000US060750305001,060750305001,Block Group 1; Census Tract 305; San Francisco County; California,330,292,12,0.04109589,104,58,79,42,84,75,13,20,0,14,38,13,33,10%,25,27,0,14,0,14,0,14,0,14
1500000US060750305002,060750305002,Block Group 2; Census Tract 305; San Francisco County; California,380,248,22,0.088709677,69,45,142,62,15,16,0,14,0,14,132,0,15,4%,8,14,33,40,56,55,23,34,12,18
1500000US060750305003,060750305003,Block Group 3; Census Tract 305; San Francisco County; California,309,194,47,0.242268041,74,41,73,42,0,14,0,14,0,14,115,26,26,8%,32,51,16,24,41,73,0,14,0,14
1500000US060750306001,060750306001,Block Group 1; Census Tract 306; San Francisco County; California,268,199,7,0.035175879,96,36,72,30,24,22,0,14,0,14,69,8,37,14%,20,21,41,41,0,14,0,14,0,14
1500000US060750306002,060750306002,Block Group 2; Census Tract 306; San Francisco County; California,287,261,0,0,83,39,148,68,30,21,0,14,0,14,26,8,41,14%,13,14,5,7,0,14,0,14,0,14
1500000US060750306003,060750306003,Block Group 3; Census Tract 306; San Francisco County; California,333,323,0,0,88,41,142,48,77,46,11,12,5,8,10,0,28,8%,7,9,3,7,0,14,0,14,0,14
1500000US060750307001,060750307001,Block Group 1; Census Tract 307; San Francisco County; California,1277,1097,88,0.080218778,331,159,602,203,61,54,15,25,0,14,180,0,0,0%,39,49,64,60,77,113,0,14,0,14
1500000US060750307002,060750307002,Block Group 2; Census Tract 307; San Francisco County; California,586,551,0,0,194,100,283,88,29,33,45,56,0,14,35,0,12,2%,0,14,35,42,0,14,0,14,0,14
1500000US060750307003,060750307003,Block Group 3; Census Tract 307; San Francisco County; California,888,787,45,0.057179161,311,130,356,150,54,51,21,33,0,14,101,0,27,3%,24,34,77,69,0,14,0,14,0,14
1500000US060750308001,060750308001,Block Group 1; Census Tract 308; San Francisco County; California,353,330,0,0,93,71,161,72,76,71,0,14,0,14,23,23,23,7%,0,14,0,14,0,14,0,14,0,14
1500000US060750308002,060750308002,Block Group 2; Census Tract 308; San Francisco County; California,314,184,39,0.211956522,28,33,84,54,33,40,0,14,0,14,130,0,32,10%,14,22,116,163,0,14,0,14,0,14
1500000US060750308003,060750308003,Block Group 3; Census Tract 308; San Francisco County; California,165,152,0,0,12,20,88,64,0,14,0,14,52,80,13,0,0,0%,0,14,0,14,13,19,0,14,0,14
1500000US060750308004,060750308004,Block Group 4; Census Tract 308; San Francisco County; California,729,593,88,0.148397976,174,87,267,113,64,58,0,14,0,14,136,45,113,16%,56,53,35,40,0,14,0,14,0,14
1500000US060750308005,060750308005,Block Group 5; Census Tract 308; San Francisco County; California,449,267,64,0.239700375,87,62,77,60,18,28,21,35,0,14,182,43,122,27%,43,49,84,56,12,19,0,14,0,14
1500000US060750309001,060750309001,Block Group 1; Census Tract 309; San Francisco County; California,292,292,0,0,101,81,167,96,24,30,0,14,0,14,0,0,31,11%,0,14,0,14,0,14,0,14,0,14
1500000US060750309002,060750309002,Block Group 2; Census Tract 309; San Francisco County; California,636,542,17,0.031365314,105,70,353,248,27,35,40,51,0,14,94,0,0,0%,50,76,0,14,29,41,15,26,0,14
1500000US060750309003,060750309003,Block Group 3; Census Tract 309; San Francisco County; California,436,436,0,0,48,48,182,131,146,64,60,95,0,14,0,0,14,3%,0,14,0,14,0,14,0,14,0,14
1500000US060750309004,060750309004,Block Group 4; Census Tract 309; San Francisco County; California,303,260,84,0.323076923,114,100,51,47,0,14,11,18,0,14,43,0,30,10%,0,14,0,14,43,66,0,14,0,14
1500000US060750309005,060750309005,Block Group 5; Census Tract 309; San Francisco County; California,149,149,0,0,14,22,85,50,10,14,40,48,0,14,0,0,11,7%,0,14,0,14,0,14,0,14,0,14
1500000US060750309006,060750309006,Block Group 6; Census Tract 309; San Francisco County; California,172,172,0,0,39,30,99,70,0,14,0,14,34,39,0,0,9,5%,0,14,0,14,0,14,0,14,0,14
1500000US060750309007,060750309007,Block Group 7; Census Tract 309; San Francisco County; California,286,266,0,0,118,126,82,59,32,37,34,47,0,14,20,0,0,0%,0,14,20,32,0,14,0,14,0,14
1500000US060750310001,060750310001,Block Group 1; Census Tract 310; San Francisco County; California,356,324,9,0.027777778,29,22,137,56,34,28,115,168,0,14,32,13,13,4%,0,14,19,22,0,14,0,14,0,14
1500000US060750310002,060750310002,Block Group 2; Census Tract 310; San Francisco County; California,661,360,12,0.033333333,157,73,125,48,42,52,14,18,10,16,301,99,125,19%,168,79,34,32,0,14,0,14,0,14
1500000US060750310003,060750310003,Block Group 3; Census Tract 310; San Francisco County; California,559,504,22,0.043650794,169,79,203,67,77,66,33,39,0,14,55,10,10,2%,13,17,21,16,11,18,0,14,0,14
1500000US060750311001,060750311001,Block Group 1; Census Tract 311; San Francisco County; California,406,295,0,0,142,79,16,25,14,23,123,136,0,14,111,14,14,3%,79,55,18,29,0,14,0,14,0,14
1500000US060750311002,060750311002,Block Group 2; Census Tract 311; San Francisco County; California,529,328,84,0.256097561,101,61,143,75,0,14,0,14,0,14,201,33,33,6%,115,65,36,41,0,14,17,28,0,14
1500000US060750311003,060750311003,Block Group 3; Census Tract 311; San Francisco County; California,281,226,33,0.146017699,92,65,101,66,0,14,0,14,0,14,55,15,15,5%,13,20,15,23,12,20,0,14,0,14
1500000US060750311004,060750311004,Block Group 4; Census Tract 311; San Francisco County; California,431,221,14,0.063348416,90,56,104,68,13,22,0,14,0,14,210,19,19,4%,11,18,90,99,26,31,64,95,0,14
1500000US060750311005,060750311005,Block Group 5; Census Tract 311; San Francisco County; California,725,362,29,0.080110497,130,80,103,73,100,95,0,14,0,14,363,15,28,4%,249,124,62,61,37,61,0,14,0,14
1500000US060750312011,060750312011,Block Group 1; Census Tract 312.01; San Francisco County; California,800,456,74,0.162280702,124,54,153,102,38,30,19,21,48,74,344,52,61,8%,113,61,132,105,35,51,12,19,0,14
1500000US060750312012,060750312012,Block Group 2; Census Tract 312.01; San Francisco County; California,394,89,20,0.224719101,31,29,38,38,0,14,0,14,0,14,305,128,128,32%,148,77,29,46,0,14,0,14,0,14
1500000US060750312013,060750312013,Block Group 3; Census Tract 312.01; San Francisco County; California,237,112,15,0.133928571,46,63,11,11,20,27,20,22,0,14,125,63,96,41%,37,52,21,25,0,14,0,14,4,7
1500000US060750312014,060750312014,Block Group 4; Census Tract 312.01; San Francisco County; California,353,192,0,0,103,57,35,36,39,54,15,25,0,14,161,44,44,12%,25,27,68,47,24,30,0,14,0,14
1500000US060750312021,060750312021,Block Group 1; Census Tract 312.02; San Francisco County; California,306,203,29,0.142857143,42,25,98,49,17,22,17,18,0,14,103,31,56,18%,36,29,27,24,9,14,0,14,0,14
1500000US060750312022,060750312022,Block Group 2; Census Tract 312.02; San Francisco County; California,498,322,33,0.102484472,94,50,96,57,68,55,15,19,16,23,176,32,61,12%,40,40,39,38,0,14,20,30,45,33
1500000US060750313011,060750313011,Block Group 1; Census Tract 313.01; San Francisco County; California,521,384,28,0.072916667,193,195,72,46,85,62,0,14,6,14,137,0,34,7%,91,45,16,24,13,22,0,14,17,23
1500000US060750313012,060750313012,Block Group 2; Census Tract 313.01; San Francisco County; California,371,247,0,0,86,47,84,45,63,51,14,21,0,14,124,0,12,3%,74,56,40,45,0,14,0,14,10,16
1500000US060750313013,060750313013,Block Group 3; Census Tract 313.01; San Francisco County; California,630,589,12,0.020373514,426,370,91,74,46,47,6,15,8,16,41,12,41,7%,0,14,0,14,20,30,9,20,0,14
1500000US060750313021,060750313021,Block Group 1; Census Tract 313.02; San Francisco County; California,402,330,27,0.081818182,118,72,163,88,22,31,0,14,0,14,72,0,43,11%,64,68,8,14,0,14,0,14,0,14
1500000US060750313022,060750313022,Block Group 2; Census Tract 313.02; San Francisco County; California,499,292,0,0,122,62,148,75,22,36,0,14,0,14,207,13,49,10%,131,87,63,81,0,14,0,14,0,14
1500000US060750313023,060750313023,Block Group 3; Census Tract 313.02; San Francisco County; California,815,419,32,0.076372315,205,89,135,68,47,38,0,14,0,14,396,63,97,12%,196,137,137,147,0,14,0,14,0,14
1500000US060750314011,060750314011,Block Group 1; Census Tract 314.01; San Francisco County; California,375,200,0,0,54,35,85,51,52,31,9,14,0,14,175,0,17,5%,74,53,81,59,14,15,0,14,6,10
1500000US060750314012,060750314012,Block Group 2; Census Tract 314.01; San Francisco County; California,253,155,68,0.438709677,26,22,41,24,14,20,0,14,6,9,98,7,47,19%,37,40,31,33,0,14,0,14,23,24
1500000US060750314021,060750314021,Block Group 1; Census Tract 314.02; San Francisco County; California,637,546,79,0.144688645,147,78,175,98,119,88,8,13,18,32,91,21,49,8%,14,21,50,51,0,14,6,9,0,14
1500000US060750314022,060750314022,Block Group 2; Census Tract 314.02; San Francisco County; California,302,296,31,0.10472973,69,76,92,68,104,68,0,14,0,14,6,6,6,2%,0,14,0,14,0,14,0,14,0,14
1500000US060750314023,060750314023,Block Group 3; Census Tract 314.02; San Francisco County; California,210,155,0,0,59,36,33,24,63,51,0,14,0,14,55,29,52,25%,26,29,0,14,0,14,0,14,0,14
1500000US060750326011,060750326011,Block Group 1; Census Tract 326.01; San Francisco County; California,608,227,14,0.061674009,140,63,73,51,0,14,0,14,0,14,381,59,59,10%,227,72,74,47,21,25,0,14,0,14
1500000US060750326012,060750326012,Block Group 2; Census Tract 326.01; San Francisco County; California,709,353,30,0.084985836,53,40,197,103,58,37,0,14,15,25,356,224,224,32%,84,46,48,39,0,14,0,14,0,14
1500000US060750326013,060750326013,Block Group 3; Census Tract 326.01; San Francisco County; California,457,183,11,0.06010929,88,51,61,42,11,16,0,14,12,17,274,30,36,8%,158,77,47,35,39,25,0,14,0,14
1500000US060750326021,060750326021,Block Group 1; Census Tract 326.02; San Francisco County; California,667,415,9,0.021686747,131,62,180,97,38,42,22,34,35,36,252,14,14,2%,104,73,101,69,13,21,20,28,0,14
1500000US060750326022,060750326022,Block Group 2; Census Tract 326.02; San Francisco County; California,417,181,0,0,56,32,75,51,23,28,20,33,7,13,236,76,90,22%,109,67,45,47,6,9,0,14,0,14
1500000US060750326023,060750326023,Block Group 3; Census Tract 326.02; San Francisco County; California,388,172,0,0,113,51,44,30,0,14,8,13,7,14,216,96,170,44%,88,73,32,28,0,14,0,14,0,14
1500000US060750327001,060750327001,Block Group 1; Census Tract 327; San Francisco County; California,248,197,26,0.131979695,26,30,97,79,24,41,24,40,0,14,51,37,37,15%,14,30,0,14,0,14,0,14,0,14
1500000US060750327002,060750327002,Block Group 2; Census Tract 327; San Francisco County; California,605,184,0,0,76,59,54,45,54,57,0,14,0,14,421,20,39,6%,308,186,93,80,0,14,0,14,0,14
1500000US060750327003,060750327003,Block Group 3; Census Tract 327; San Francisco County; California,511,165,0,0,50,80,108,75,0,14,7,13,0,14,346,62,62,12%,116,85,168,157,0,14,0,14,0,14
1500000US060750327004,060750327004,Block Group 4; Census Tract 327; San Francisco County; California,257,257,0,0,69,56,149,98,39,38,0,14,0,14,0,0,0,0%,0,14,0,14,0,14,0,14,0,14
1500000US060750327005,060750327005,Block Group 5; Census Tract 327; San Francisco County; California,192,164,0,0,16,23,135,84,13,20,0,14,0,14,28,0,0,0%,12,18,16,25,0,14,0,14,0,14
1500000US060750327006,060750327006,Block Group 6; Census Tract 327; San Francisco County; California,244,199,0,0,50,50,110,102,27,30,12,19,0,14,45,0,0,0%,45,47,0,14,0,14,0,14,0,14
1500000US060750327007,060750327007,Block Group 7; Census Tract 327; San Francisco County; California,446,331,13,0.039274924,56,48,216,215,24,38,22,33,0,14,115,16,16,4%,0,14,99,95,0,14,0,14,0,14
1500000US060750328011,060750328011,Block Group 1; Census Tract 328.01; San Francisco County; California,449,222,9,0.040540541,74,38,108,56,31,45,0,14,0,14,227,0,52,12%,214,129,0,14,13,19,0,14,0,14
1500000US060750328012,060750328012,Block Group 2; Census Tract 328.01; San Francisco County; California,367,153,0,0,47,38,77,44,23,26,6,10,0,14,214,11,21,6%,134,72,69,39,0,14,0,14,0,14
1500000US060750328013,060750328013,Block Group 3; Census Tract 328.01; San Francisco County; California,434,374,33,0.088235294,91,66,145,76,76,41,17,18,12,19,60,9,23,5%,33,35,18,21,0,14,0,14,0,14
